ID,Soil_Type,Region,Irrigation,pH,Moisture,Nitrogen,Phosphorus,Potassium,Organic_Matter,Electrical_Conductivity,Bulk_Density,Clay_Percent,Temperature,Rainfall_7d,Sunlight_hours,Slope,Suitability
1891,Loam,Plain,Sprinkler,7.573,19.367,131.212,41.764,195.966,3.7,1.24,1.341,24.713,13.38,11.762,8.558,1.972,Unfavorable
1892,Loam,Plain,Drip,6.626,19.135,112.216,52.623,203.92,3.386,1.036,1.34,23.029,25.84,28.157,7.46,0.0,Favorable
1893,Loam,Plain,None,5.596,28.615,111.919,54.663,201.283,3.173,1.084,1.207,24.631,14.912,25.437,6.586,8.963,Unfavorable
1894,Sandy,Hill,Sprinkler,6.968,22.777,100.435,16.213,88.626,3.199,1.041,1.398,2.195,17.47,10.74,5.796,3.294,Favorable
1895,Clay,Plain,Sprinkler,7.147,36.128,136.88,27.132,129.416,,1.29,1.371,51.688,14.01,8.99,7.004,0.549,Favorable
1896,Loam,Plain,Sprinkler,6.328,,99.615,64.239,194.493,1.467,1.584,1.424,22.375,21.605,36.23,7.643,0.0,Favorable
1897,Clay,Plain,Sprinkler,6.591,19.79,101.766,58.021,189.712,,1.203,1.469,49.385,14.492,0.47,7.218,6.091,Favorable
1898,Clay,Plain,Drip,6.547,37.551,112.248,75.971,171.965,3.309,0.834,1.559,50.074,21.256,12.087,5.493,5.25,Favorable
1899,Clay,Mountain,Sprinkler,7.227,22.568,132.222,41.84,145.995,2.401,1.708,1.362,45.042,13.157,35.349,6.697,12.377,Unfavorable
1900,Sandy,Plain,None,6.802,30.787,101.282,26.54,108.529,,0.333,1.524,1.0,24.142,3.544,6.495,7.992,Favorable
1901,Clay,Hill,None,6.67,,157.35,48.613,120.406,3.471,1.286,1.47,59.935,15.005,8.541,7.407,11.108,Favorable
1902,Clay,Plain,Sprinkler,7.189,30.237,121.891,60.649,205.025,4.949,1.124,1.375,44.594,13.635,69.595,6.196,0.0,Favorable
1903,Sandy,Hill,None,6.268,20.445,102.848,45.692,171.354,,0.103,1.613,13.009,18.556,15.982,7.814,9.549,Unfavorable
1904,Loam,Mountain,None,6.626,22.111,81.448,54.935,58.267,,0.98,1.344,13.754,23.757,2.348,5.993,10.584,Unfavorable
1905,Clay,Mountain,None,6.37,14.881,79.324,38.66,162.166,2.128,1.075,1.334,59.592,16.771,28.183,7.922,21.621,Unfavorable
1906,Clay,Mountain,None,6.647,10.547,113.005,39.646,135.949,2.457,0.679,1.261,38.321,16.628,7.383,6.159,19.126,Unfavorable
1907,Loam,Plain,None,6.784,28.845,98.794,52.549,171.717,3.207,1.064,1.317,22.795,12.712,31.387,6.269,3.985,Favorable
1908,Sandy,Hill,Drip,6.628,14.318,93.031,45.637,83.838,3.26,1.074,1.488,7.638,5.205,8.318,6.854,11.612,Unfavorable
1909,Loam,Plain,Sprinkler,7.292,30.206,122.413,47.1,195.875,2.495,1.166,1.366,11.305,20.244,16.812,6.734,10.151,Favorable
1910,Loam,Plain,None,6.743,23.815,178.854,56.525,183.191,3.228,0.91,1.31,22.044,12.602,13.447,8.718,2.872,Favorable
1911,Silt,Plain,None,7.136,11.446,97.215,35.45,121.432,3.231,0.939,1.183,18.195,19.333,27.196,6.072,9.419,Favorable
1912,Clay,Plain,Sprinkler,7.703,31.696,95.986,44.422,209.064,3.723,1.175,1.547,45.02,19.49,11.939,5.926,0.681,Unfavorable
1913,Silt,Plain,Sprinkler,6.651,29.233,99.948,32.164,156.938,2.946,0.959,1.385,16.431,20.452,13.27,5.575,6.222,Favorable
1914,Sandy,Hill,Sprinkler,6.245,28.842,36.159,17.124,105.833,2.454,0.418,1.752,6.347,12.029,20.438,6.803,15.415,Unfavorable
1915,Sandy,Plain,Drip,6.014,23.164,38.56,32.781,119.166,1.946,0.596,1.514,8.369,17.499,27.262,9.63,0.913,Unfavorable
1916,Sandy,Plain,Sprinkler,7.082,30.601,90.344,39.747,143.431,0.8,0.414,1.588,1.494,9.462,7.104,9.584,7.941,Unfavorable
1917,Clay,Plain,Drip,6.833,32.806,82.437,46.572,152.987,2.841,0.76,1.232,42.198,15.391,35.39,6.701,9.505,Favorable
1918,Clay,Mountain,Drip,6.681,27.087,82.782,48.357,154.098,2.849,1.338,1.537,56.94,17.073,8.941,5.678,19.829,Unfavorable
1919,Sandy,Plain,Sprinkler,6.367,25.415,89.831,33.398,121.995,3.443,0.835,1.477,7.017,12.859,51.318,6.724,12.91,Favorable
1920,Sandy,Hill,Drip,7.052,33.244,89.363,41.221,116.192,2.103,0.626,1.704,7.164,15.824,11.829,9.08,6.916,Unfavorable
1921,Clay,Plain,Drip,7.248,32.069,137.957,51.374,184.438,2.364,1.418,1.419,36.798,21.115,21.177,8.987,0.0,Favorable
1922,Sandy,Plain,Sprinkler,7.475,26.618,96.508,35.926,59.978,2.121,0.996,1.503,1.394,18.79,18.98,6.727,9.52,Unfavorable
1923,Sandy,Plain,Sprinkler,6.857,18.036,58.975,31.46,119.677,1.066,1.057,1.607,1.0,13.366,40.057,6.6,5.282,Favorable
1924,Loam,Plain,None,6.464,23.776,109.959,34.121,150.514,2.729,1.124,1.377,20.55,16.671,24.123,6.319,8.534,Favorable
1925,Silt,Plain,None,7.134,26.661,93.173,58.33,156.832,2.747,1.336,1.306,17.864,13.72,34.228,8.56,0.0,Favorable
1926,Silt,Plain,Sprinkler,6.813,27.689,118.827,21.219,167.543,3.063,0.424,1.481,24.711,22.486,6.413,8.14,4.472,Favorable
1927,Silt,Hill,Sprinkler,6.6,30.812,120.673,48.343,94.502,1.909,0.636,1.159,24.78,11.416,15.048,6.841,1.912,Favorable
1928,Loam,Hill,Drip,6.953,29.035,113.023,57.479,207.836,3.23,1.4,1.555,29.085,17.871,5.241,5.57,13.281,Favorable
1929,Sandy,Plain,Sprinkler,6.089,28.11,107.438,26.913,107.522,1.915,0.663,1.508,1.0,23.099,21.936,6.296,3.31,Favorable
1930,Sandy,Plain,None,7.334,20.131,85.092,53.064,104.35,4.698,1.456,1.378,17.38,20.168,31.464,6.192,1.344,Favorable
1931,Clay,Plain,Drip,7.151,25.64,128.488,44.014,159.244,2.839,1.115,1.314,46.283,22.584,11.614,8.876,0.0,Favorable
1932,Silt,Mountain,None,6.203,20.666,114.504,19.821,116.361,1.571,1.325,1.515,16.001,13.507,24.109,6.032,20.072,Unfavorable
1933,Clay,Plain,None,6.787,23.418,108.58,52.064,149.122,3.961,0.744,1.337,45.408,18.934,17.739,9.167,8.193,Favorable
1934,Loam,Hill,Sprinkler,6.849,31.88,112.515,52.972,164.695,1.741,1.176,1.397,21.138,14.304,15.185,7.285,0.0,Favorable
1935,Loam,Plain,None,6.789,,137.008,59.912,159.329,3.058,1.062,1.225,32.439,18.574,10.776,7.812,10.251,Favorable
1936,Loam,Plain,None,6.549,,145.643,61.189,162.547,3.05,1.112,1.312,15.655,17.719,21.048,10.762,5.521,Favorable
1937,Clay,Mountain,Sprinkler,7.924,15.442,90.855,35.952,152.766,2.219,1.004,1.492,54.745,14.058,34.967,7.052,20.752,Unfavorable
1938,Loam,Hill,Sprinkler,6.222,23.907,97.442,60.688,121.142,3.972,1.31,1.341,36.012,9.989,15.907,7.362,16.841,Favorable
1939,Loam,Hill,None,5.971,21.191,91.297,44.599,169.196,3.075,1.11,1.429,21.952,17.325,9.699,7.608,6.415,Unfavorable
1940,Silt,Hill,None,7.312,26.16,110.683,47.102,184.911,1.907,1.029,1.274,15.26,11.743,15.869,7.511,9.316,Favorable
1941,Sandy,Plain,Sprinkler,6.774,26.185,87.529,67.998,158.981,2.659,0.889,1.624,7.024,18.884,17.118,7.334,8.79,Favorable
1942,Sandy,Mountain,Sprinkler,6.523,20.647,69.842,17.916,167.712,1.794,0.357,1.629,5.451,20.007,7.611,4.093,6.262,Unfavorable
1943,Clay,Plain,Drip,7.257,27.886,119.209,39.366,178.532,3.222,0.727,1.594,54.259,16.919,25.913,7.669,0.27,Favorable
1944,Clay,Hill,None,6.321,32.67,84.781,47.215,154.851,3.358,2.066,1.328,45.128,16.726,10.553,4.663,9.801,Unfavorable
1945,Loam,Plain,Sprinkler,6.976,21.887,114.934,56.632,152.551,2.131,1.25,1.501,29.474,13.411,6.258,8.241,6.762,Favorable
1946,Loam,Hill,None,7.33,25.479,80.813,49.24,154.56,3.058,0.392,1.285,26.331,13.715,19.954,7.752,12.523,Favorable
1947,Clay,Plain,Sprinkler,7.358,14.726,118.25,50.849,135.456,,1.416,1.493,44.423,22.793,16.928,6.94,3.726,Favorable
1948,Sandy,Hill,None,6.492,16.088,82.703,29.603,112.541,3.365,0.268,1.551,10.725,19.811,37.304,6.93,6.052,Favorable
1949,Loam,Plain,None,6.275,29.417,106.546,38.906,174.217,2.902,0.899,1.34,20.19,21.207,16.968,6.657,0.134,Favorable
1950,Silt,Mountain,None,6.651,19.508,66.79,54.279,163.116,1.889,0.921,1.164,16.511,21.126,10.815,7.214,11.95,Unfavorable
1951,Sandy,Hill,None,6.326,25.914,81.976,21.868,190.902,2.981,0.738,1.562,13.363,15.987,41.824,6.772,8.618,Favorable
1952,Loam,Hill,Sprinkler,7.249,25.104,83.924,40.09,173.655,1.385,1.225,1.297,34.159,20.622,29.029,8.906,9.857,Favorable
1953,Silt,Mountain,None,5.874,20.063,125.638,49.803,118.081,2.094,0.636,1.032,18.031,19.474,34.732,8.16,14.646,Unfavorable
1954,Sandy,Mountain,None,6.308,21.725,55.31,25.622,155.254,0.44,0.574,1.649,5.654,17.54,29.066,7.421,22.666,Unfavorable
1955,Sandy,Hill,None,6.775,13.59,92.82,43.994,112.042,2.101,1.277,1.58,11.068,12.203,21.22,4.763,7.447,Unfavorable
1956,Silt,Mountain,Sprinkler,6.591,27.847,128.6,53.66,75.792,,0.718,1.511,1.0,18.492,14.388,8.946,19.51,Unfavorable
1957,Silt,Hill,Sprinkler,6.969,26.01,84.285,30.614,170.366,3.367,0.841,1.25,31.187,29.02,16.46,7.864,6.955,Favorable
1958,Loam,Plain,Sprinkler,6.009,33.147,103.78,64.968,136.914,,0.942,1.447,28.299,13.918,13.43,4.944,10.228,Favorable
1959,Clay,Hill,Drip,8.106,19.814,117.42,46.678,143.958,,1.717,1.334,55.661,17.105,34.039,4.444,20.878,Unfavorable
1960,Sandy,Hill,Drip,6.996,17.033,94.771,33.472,90.068,2.835,0.969,1.512,11.719,13.795,25.193,6.004,6.301,Favorable
1961,Silt,Plain,Drip,6.468,11.557,138.051,58.035,192.684,1.468,1.063,1.204,11.48,20.759,10.387,6.753,2.506,Favorable
1962,Loam,Plain,None,7.092,23.776,90.508,51.086,202.218,2.736,1.446,1.524,18.366,24.468,17.44,6.719,3.42,Favorable
1963,Loam,Plain,Sprinkler,7.015,29.247,67.447,39.535,168.042,3.569,1.209,1.367,19.258,20.85,21.429,9.07,3.64,Favorable
1964,Clay,Plain,Drip,7.357,17.696,84.499,58.19,165.262,2.648,1.112,1.484,47.119,15.047,47.098,7.989,4.411,Favorable
1965,Silt,Hill,None,6.606,16.971,92.211,58.144,175.953,2.195,0.756,1.299,17.282,21.12,15.228,7.141,16.067,Unfavorable
1966,Clay,Hill,None,7.068,23.1,139.555,29.864,209.829,3.821,1.611,1.384,38.061,17.898,33.173,6.911,7.394,Favorable
1967,Loam,Plain,Sprinkler,6.744,27.714,111.056,46.806,167.006,,1.036,1.246,32.911,22.903,26.398,8.735,8.12,Favorable
1968,Sandy,Plain,Sprinkler,6.642,,85.784,51.817,72.31,3.329,0.965,1.479,12.584,12.688,17.956,7.171,5.466,Favorable
1969,Sandy,Plain,None,6.151,13.237,112.091,29.02,101.09,3.327,0.453,1.443,13.501,21.678,17.903,4.494,6.877,Unfavorable
1970,Clay,Plain,None,7.439,30.892,78.056,33.704,106.276,3.576,1.75,1.482,48.328,17.737,52.246,7.989,0.0,Favorable
1971,Clay,Plain,Sprinkler,6.499,22.968,104.116,67.675,188.692,3.16,1.308,1.431,45.173,19.124,29.691,9.002,0.237,Favorable
1972,Silt,Plain,None,6.742,24.261,106.44,64.362,184.7,1.969,1.023,1.252,12.772,14.696,7.405,5.237,3.273,Favorable
1973,Silt,Plain,Sprinkler,7.065,35.017,105.649,66.965,133.767,3.297,1.125,1.333,20.085,11.995,24.211,5.121,2.723,Favorable
1974,Loam,Plain,Drip,6.841,30.256,156.574,58.615,179.674,,0.533,1.31,23.677,22.946,25.014,8.305,3.119,Favorable
1975,Sandy,Plain,None,6.575,21.36,96.147,52.12,111.177,2.712,0.981,1.733,3.426,11.887,37.666,5.934,1.14,Favorable
1976,Loam,Hill,None,6.771,17.156,131.476,69.98,150.882,3.866,0.727,1.31,17.495,17.198,14.606,5.22,9.515,Favorable
1977,Sandy,Mountain,Sprinkler,6.383,32.906,45.241,29.907,108.804,3.331,0.974,1.56,8.056,19.323,23.694,6.647,17.601,Unfavorable
1978,Loam,Plain,None,7.188,13.221,88.881,45.433,184.242,2.325,1.303,1.435,20.147,12.718,19.51,8.216,3.836,Favorable
1979,Loam,Plain,None,6.611,23.796,133.949,57.696,115.67,2.598,1.15,1.211,32.296,23.864,5.302,5.089,6.091,Favorable
1980,Clay,Hill,None,7.237,30.34,60.982,61.532,153.621,3.416,1.2,1.469,48.713,24.825,9.432,8.552,10.71,Favorable
1981,Clay,Hill,Sprinkler,6.678,28.98,131.346,55.448,214.178,3.021,1.251,1.38,44.69,17.016,6.54,7.568,3.02,Favorable
1982,Clay,Hill,Drip,7.323,29.79,102.687,31.321,153.518,3.633,1.101,1.355,47.593,12.91,33.36,7.183,8.526,Favorable
1983,Silt,Plain,None,6.178,21.866,99.715,47.18,145.226,3.11,1.172,1.302,15.125,32.7,16.234,7.045,6.561,Favorable
1984,Silt,Mountain,None,6.417,24.15,81.861,39.097,180.758,3.082,0.789,1.203,24.697,20.359,14.368,7.059,9.065,Unfavorable
1985,Clay,Plain,None,6.438,12.025,127.491,45.513,148.435,2.205,1.027,1.432,42.814,17.688,5.833,7.627,17.853,Unfavorable
1986,Loam,Hill,None,6.849,28.578,74.397,55.733,157.809,3.41,0.824,1.452,22.582,21.981,6.66,7.727,6.012,Favorable
1987,Loam,Mountain,None,6.807,5.906,113.765,40.655,209.879,1.377,1.195,1.39,23.09,19.062,24.04,6.64,12.517,Unfavorable
1988,Loam,Hill,None,6.682,22.318,116.094,44.026,177.16,,1.125,1.462,28.417,19.534,26.238,7.007,9.238,Favorable
1989,Loam,Plain,Drip,6.812,18.874,102.238,64.283,160.5,2.504,0.757,1.359,22.365,20.157,14.549,9.717,10.562,Favorable
1990,Loam,Plain,Sprinkler,6.724,22.066,107.765,65.673,193.525,3.469,1.099,1.41,28.782,16.622,16.728,10.576,14.337,Favorable
1991,Sandy,Mountain,Sprinkler,5.895,24.233,82.343,29.6,140.52,3.307,1.204,1.449,10.205,21.903,20.662,8.169,21.727,Unfavorable
1992,Sandy,Hill,None,6.43,27.027,108.658,62.502,146.597,,0.758,1.259,11.0,12.871,6.108,8.508,11.958,Unfavorable
1993,Sandy,Mountain,Sprinkler,7.347,21.607,64.484,42.183,105.752,1.686,0.807,1.565,13.737,10.264,38.901,4.54,27.625,Unfavorable
1994,Silt,Plain,None,7.323,26.391,134.767,43.89,116.85,1.981,0.709,1.179,12.543,20.568,9.194,4.627,0.0,Favorable
1995,Loam,Plain,Sprinkler,6.841,35.208,136.46,51.299,170.029,3.452,0.307,1.478,23.513,22.246,44.399,7.577,6.0,Favorable
1996,Loam,Plain,None,7.049,23.464,142.127,52.644,117.016,4.726,1.274,1.36,20.121,7.083,43.98,6.582,5.586,Favorable
1997,Loam,Plain,None,6.818,23.046,128.558,65.646,159.703,0.909,0.984,1.59,17.309,15.795,63.239,7.0,12.216,Favorable
1998,Clay,Plain,Sprinkler,7.311,26.291,98.077,42.621,187.871,2.517,1.624,1.338,51.791,14.54,12.917,8.381,7.514,Favorable
1999,Sandy,Plain,Sprinkler,5.977,26.487,127.375,37.81,112.862,,0.705,1.63,1.0,19.188,49.492,9.458,4.054,Unfavorable
2000,Clay,Hill,None,7.519,,130.512,53.842,190.993,1.664,0.728,1.411,45.603,19.709,7.555,7.356,17.997,Unfavorable
2001,Clay,Plain,None,6.505,23.335,100.841,48.113,179.565,2.375,1.296,1.401,43.838,21.517,33.472,5.155,8.179,Favorable
2002,Loam,Plain,None,6.853,17.248,131.82,64.221,195.789,2.099,1.025,1.435,29.067,18.486,20.8,8.308,2.783,Favorable
2003,Loam,Plain,Sprinkler,7.343,28.749,87.689,59.562,157.757,3.948,0.784,1.333,20.429,22.512,22.264,7.873,5.46,Favorable
2004,Loam,Hill,Drip,6.466,31.681,127.969,63.683,129.928,1.73,0.742,1.399,24.254,11.547,21.56,4.036,6.21,Favorable
2005,Loam,Hill,Drip,6.686,18.467,88.331,54.428,190.207,2.06,0.748,1.486,28.96,8.535,31.806,9.151,10.418,Favorable
2006,Loam,Hill,Sprinkler,7.284,21.612,117.861,46.359,103.37,1.971,1.003,1.2,21.53,14.565,42.979,6.155,10.062,Favorable
2007,Clay,Hill,None,6.926,27.408,124.048,48.048,114.508,1.796,1.189,1.326,43.528,16.569,39.236,5.519,13.645,Favorable
2008,Loam,Plain,None,6.677,22.48,138.857,29.143,125.984,3.701,1.577,1.358,24.174,16.631,30.296,8.597,13.228,Favorable
2009,Clay,Plain,None,7.192,16.624,101.076,61.087,154.372,2.917,1.572,1.335,50.89,17.181,43.704,6.998,0.0,Favorable
2010,Clay,Mountain,Sprinkler,7.242,33.582,89.79,24.3,180.527,3.246,1.5,1.507,49.125,23.105,15.314,6.785,19.413,Unfavorable
2011,Clay,Hill,None,6.793,12.52,93.225,67.746,128.542,2.975,1.239,1.393,47.311,17.319,45.127,6.374,12.668,Favorable
2012,Loam,Plain,Drip,6.207,22.32,110.865,61.217,173.1,2.699,0.888,1.456,16.378,21.85,2.877,6.561,1.633,Favorable
2013,Loam,Plain,None,6.455,31.931,126.492,38.132,171.215,2.249,0.677,1.339,30.231,14.469,12.49,7.522,0.468,Favorable
2014,Loam,Hill,Drip,6.455,25.83,124.143,51.799,173.455,,1.026,1.288,31.419,22.096,13.146,5.516,6.854,Favorable
2015,Sandy,Hill,None,6.193,20.156,100.783,18.905,77.762,2.751,1.139,1.429,9.309,18.571,1.616,7.72,13.381,Unfavorable
2016,Clay,Plain,Sprinkler,7.463,30.534,101.366,35.842,162.706,4.737,1.543,1.612,57.464,15.45,12.612,7.802,0.0,Favorable
2017,Clay,Plain,None,6.725,24.991,139.947,42.473,186.68,3.123,1.051,1.599,46.477,20.526,9.443,6.004,1.948,Favorable
2018,Sandy,Plain,Drip,5.938,26.533,88.367,32.341,120.85,1.204,0.999,1.442,15.055,17.709,48.732,5.576,0.0,Favorable
2019,Sandy,Hill,None,6.389,20.902,86.647,51.117,86.264,1.573,1.141,1.468,17.771,13.182,7.99,6.694,14.552,Unfavorable
2020,Clay,Hill,Sprinkler,6.467,14.012,106.374,34.895,205.616,3.946,1.17,1.459,66.298,19.22,1.829,7.927,6.24,Favorable
2021,Loam,Plain,None,6.741,23.309,134.821,80.826,157.819,2.388,0.853,1.155,26.236,20.843,7.174,8.152,2.747,Favorable
2022,Loam,Plain,None,5.916,27.892,126.728,60.576,201.383,1.491,0.587,1.316,15.005,22.501,34.811,8.897,3.553,Unfavorable
2023,Clay,Plain,None,6.983,16.911,121.473,35.293,153.651,3.396,1.365,1.396,54.322,20.525,49.499,9.836,7.004,Favorable
2024,Clay,Plain,None,7.241,16.015,106.611,43.689,128.348,,1.085,1.425,45.641,18.036,4.647,4.356,8.931,Unfavorable
2025,Silt,Plain,Sprinkler,6.638,16.54,87.099,65.271,135.925,3.209,0.194,1.264,24.041,16.287,4.219,6.939,12.447,Favorable
2026,Sandy,Hill,Sprinkler,6.236,,78.033,35.258,98.312,3.581,0.58,1.672,2.051,18.18,25.222,6.366,5.899,Favorable
2027,Sandy,Plain,Sprinkler,6.243,29.716,98.519,25.176,95.485,3.162,0.92,1.57,6.852,20.836,10.77,10.423,0.0,Favorable
2028,Loam,Plain,None,6.534,23.782,118.001,65.558,179.714,1.886,1.043,1.455,27.939,12.697,5.301,5.325,0.0,Favorable
2029,Sandy,Plain,Sprinkler,6.44,34.303,83.454,38.097,111.842,2.591,0.595,1.631,9.724,23.31,18.489,7.163,0.0,Favorable
2030,Sandy,Hill,None,6.423,20.807,108.447,36.85,83.575,3.059,0.545,1.474,3.254,13.987,17.676,8.942,11.424,Unfavorable
2031,Clay,Hill,Sprinkler,7.541,16.109,114.742,29.284,177.306,3.182,0.743,1.41,44.803,14.705,11.229,6.077,2.911,Unfavorable
2032,Loam,Mountain,Drip,7.76,24.024,101.79,56.526,192.361,2.233,0.673,1.353,26.527,10.15,3.121,5.215,20.616,Unfavorable
2033,Clay,Hill,Drip,7.072,31.353,128.926,52.425,185.509,1.99,1.553,1.245,44.618,14.099,22.908,6.307,13.577,Favorable
2034,Clay,Plain,Sprinkler,7.91,6.437,85.782,48.341,213.251,1.915,0.884,1.521,41.881,24.554,5.911,6.795,1.105,Unfavorable
2035,Clay,Hill,None,7.451,28.59,108.702,56.162,153.598,5.188,1.343,1.47,48.2,13.733,7.352,7.97,9.953,Favorable
2036,Clay,Hill,Drip,6.518,17.824,122.338,43.636,191.105,4.906,1.211,1.442,63.979,18.924,7.396,7.511,4.441,Favorable
2037,Clay,Plain,None,7.515,21.027,124.186,65.167,178.424,2.861,0.711,1.478,50.571,18.591,22.831,7.839,0.0,Favorable
2038,Clay,Plain,None,6.955,20.002,98.15,40.91,167.715,4.149,1.374,1.389,48.473,19.784,23.853,6.094,4.275,Favorable
2039,Loam,Plain,Sprinkler,6.667,29.154,111.054,45.496,122.358,2.717,0.89,1.291,32.871,18.378,50.944,4.824,0.029,Favorable
2040,Silt,Plain,Sprinkler,6.73,25.711,107.924,48.986,123.693,2.64,0.993,1.076,17.339,22.921,40.465,6.355,0.0,Favorable
2041,Loam,Plain,None,6.896,13.609,124.351,47.917,192.166,2.866,0.983,1.291,28.215,15.289,15.163,6.679,0.069,Favorable
2042,Loam,Mountain,Sprinkler,6.181,,96.389,45.036,137.133,4.411,1.118,1.118,20.349,12.564,36.343,5.507,9.653,Favorable
2043,Loam,Hill,None,6.879,,122.9,52.09,150.267,0.942,1.096,1.226,26.445,15.016,17.865,6.566,11.889,Unfavorable
2044,Loam,Plain,None,6.849,20.513,121.521,70.02,108.972,4.17,0.867,1.025,24.982,21.107,47.881,9.714,5.204,Favorable
2045,Clay,Plain,Drip,6.5,36.172,140.132,46.563,140.334,4.974,1.511,1.155,51.502,12.061,5.087,7.379,0.02,Favorable
2046,Sandy,Plain,Sprinkler,7.146,27.87,72.609,32.158,80.99,2.9,0.291,1.424,11.935,19.089,8.249,7.611,0.0,Favorable
2047,Loam,Plain,Sprinkler,6.415,25.091,101.44,52.119,157.474,1.98,1.266,1.311,19.958,22.278,19.477,6.093,10.262,Favorable
2048,Clay,Plain,None,7.771,24.59,112.372,57.099,137.054,2.005,1.444,1.492,52.506,20.9,11.823,8.238,1.728,Unfavorable
2049,Sandy,Hill,Sprinkler,6.747,27.114,84.756,40.7,107.865,1.967,1.042,1.515,2.512,19.429,7.501,5.749,6.594,Unfavorable
2050,Sandy,Plain,Sprinkler,6.506,21.581,106.675,32.318,82.864,1.611,0.973,1.676,8.057,25.576,12.308,7.272,0.0,Favorable
2051,Sandy,Plain,Sprinkler,7.023,23.61,138.447,56.522,137.0,0.998,1.211,1.397,14.858,18.92,4.815,9.327,3.521,Unfavorable
2052,Loam,Hill,Drip,6.608,,94.7,30.621,97.421,1.694,1.059,1.386,15.763,17.907,15.934,8.436,4.015,Favorable
2053,Silt,Plain,Drip,6.548,32.822,147.241,20.617,108.558,2.671,1.103,1.411,15.274,17.202,12.564,7.281,8.648,Favorable
2054,Silt,Plain,Sprinkler,6.692,25.19,115.308,60.811,160.577,4.266,0.963,1.415,14.59,10.221,26.078,5.929,2.508,Favorable
2055,Sandy,Mountain,Sprinkler,6.715,19.803,74.456,18.542,86.934,3.811,0.825,1.52,1.0,11.914,29.581,7.128,13.157,Unfavorable
2056,Loam,Plain,Drip,6.866,25.162,84.57,65.959,179.331,2.54,0.963,1.181,33.02,18.087,5.456,7.173,15.817,Favorable
2057,Sandy,Hill,Drip,6.131,19.076,95.961,26.888,126.723,2.406,1.025,1.579,9.762,23.353,21.256,8.912,19.749,Unfavorable
2058,Loam,Plain,Sprinkler,6.492,10.081,109.561,52.116,179.275,2.865,0.838,1.675,12.269,23.365,14.587,9.014,0.0,Favorable
2059,Clay,Hill,Sprinkler,7.521,28.93,78.126,35.943,146.552,2.764,1.742,1.275,48.844,23.816,19.769,9.598,5.559,Unfavorable
2060,Loam,Hill,Sprinkler,6.711,,114.329,51.853,145.956,2.505,0.933,1.443,28.224,19.706,13.583,8.018,12.621,Favorable
2061,Clay,Hill,Drip,6.933,24.959,73.227,46.722,158.627,2.926,1.13,1.33,44.903,19.033,32.407,8.67,11.1,Favorable
2062,Silt,Hill,Drip,6.85,24.029,132.532,25.787,142.922,3.33,0.654,1.379,20.293,17.238,14.407,5.171,12.611,Favorable
2063,Loam,Hill,Drip,7.218,29.678,93.452,76.717,177.681,1.783,1.298,1.46,11.523,16.504,11.16,8.433,7.617,Favorable
2064,Loam,Plain,None,6.962,28.886,119.036,49.672,108.285,4.158,0.597,1.29,25.774,17.196,10.35,6.514,0.0,Favorable
2065,Sandy,Plain,Drip,5.816,28.936,64.581,32.778,129.799,3.888,0.644,1.567,6.872,17.766,10.362,6.772,0.783,Unfavorable
2066,Silt,Hill,None,6.406,10.051,112.637,21.017,164.786,0.916,0.754,1.333,17.34,23.32,38.386,5.449,10.777,Unfavorable
2067,Loam,Plain,None,6.434,10.665,129.898,70.076,144.771,2.665,1.472,1.318,17.882,16.436,11.64,6.605,4.197,Unfavorable
2068,Clay,Plain,None,6.818,25.358,90.697,56.545,175.598,3.503,1.334,1.65,41.599,18.686,41.462,7.418,3.182,Favorable
2069,Silt,Plain,Sprinkler,6.907,11.455,130.115,46.635,111.158,2.315,0.619,1.38,25.556,31.497,15.694,5.699,11.599,Favorable
2070,Clay,Plain,Sprinkler,7.271,36.311,126.368,62.75,151.239,4.773,1.528,1.171,52.386,24.404,44.878,7.949,15.732,Favorable
2071,Sandy,Plain,None,6.562,,85.983,40.068,129.369,3.079,1.007,1.482,9.932,16.506,26.295,7.503,1.332,Favorable
2072,Loam,Mountain,None,6.646,18.939,106.663,48.487,180.876,2.383,0.712,1.395,14.197,16.218,47.349,5.69,11.727,Favorable
2073,Sandy,Mountain,Sprinkler,6.783,31.254,82.237,27.872,120.362,2.246,1.256,1.573,12.344,12.99,33.927,8.398,18.932,Unfavorable
2074,Loam,Plain,None,7.278,22.57,115.44,54.697,164.4,3.417,1.111,1.237,22.582,18.591,14.863,7.995,9.122,Favorable
2075,Loam,Hill,Sprinkler,6.61,22.301,127.88,46.707,148.952,2.542,0.752,1.318,17.219,15.138,17.662,7.545,8.689,Favorable
2076,Loam,Mountain,None,6.321,19.378,114.862,83.345,129.974,,1.24,1.454,29.05,18.788,17.286,5.27,13.185,Unfavorable
2077,Silt,Plain,None,5.93,28.694,145.052,44.369,141.312,2.074,1.122,1.449,20.227,11.443,12.09,7.658,0.0,Unfavorable
2078,Loam,Hill,Drip,6.695,18.804,122.297,67.117,152.185,2.614,1.153,1.478,22.349,16.676,4.373,7.673,6.658,Favorable
2079,Silt,Plain,Sprinkler,6.669,19.089,109.716,45.143,96.394,2.389,1.083,1.505,17.106,20.219,18.043,7.542,0.54,Favorable
2080,Loam,Plain,None,6.363,22.821,103.754,60.927,181.583,2.463,1.052,1.443,29.883,19.705,33.36,5.309,11.72,Favorable
